ccle_name,canonical_ccle_name,broad_id
EWS502_BONE,EWS502_BONE,ACH-000279
SNU840_OVARY,SNU840_OVARY,ACH-000280
KP2_PANCREAS,KP2_PANCREAS,ACH-000281
NCIH1755_LUNG,NCIH1755_LUNG,ACH-000282
A1207_CENTRAL_NERVOUS_SYSTEM,A1207_CENTRAL_NERVOUS_SYSTEM,ACH-000283
HS840T_FIBROBLAST,HS840T_FIBROBLAST,ACH-000284
HS840T_UPPER_AERODIGESTIVE_TRACT,HS840T_FIBROBLAST,ACH-000284
TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000285
SNU1033_LARGE_INTESTINE,SNU1033_LARGE_INTESTINE,ACH-000286
NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000287
BT549_BREAST,BT549_BREAST,ACH-000288
SNU466_CENTRAL_NERVOUS_SYSTEM,SNU466_CENTRAL_NERVOUS_SYSTEM,ACH-000289
NCIH209_LUNG,NCIH209_LUNG,ACH-000290
OV90_OVARY,OV90_OVARY,ACH-000291
NCIH841_LUNG,NCIH841_LUNG,ACH-000292
KLE_ENDOMETRIUM,KLE_ENDOMETRIUM,ACH-000293
NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000294
EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000295
OUMS23_LARGE_INTESTINE,OUMS23_LARGE_INTESTINE,ACH-000296
NCIH889_LUNG,NCIH889_LUNG,ACH-000297
NCIH2029_LUNG,NCIH2029_LUNG,ACH-000298
HNT34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HNT34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000299
SLR25_KIDNEY,SLR25_KIDNEY,ACH-000300
LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000301
SNU1077_ENDOMETRIUM,SNU1077_ENDOMETRIUM,ACH-000302
SNU5_STOMACH,SNU5_STOMACH,ACH-000303
WM115_SKIN,WM115_SKIN,ACH-000304
ECGI10_OESOPHAGUS,ECGI10_OESOPHAGUS,ACH-000305
HS688AT_SKIN,HS688AT_FIBROBLAST,ACH-000306
HS688AT_FIBROBLAST,HS688AT_FIBROBLAST,ACH-000306
PK1_PANCREAS,PK1_PANCREAS,ACH-000307
EFO21_OVARY,EFO21_OVARY,ACH-000308
SKLU1_LUNG,SKLU1_LUNG,ACH-000309
IMR32_AUTONOMIC_GANGLIA,IMR32_AUTONOMIC_GANGLIA,ACH-000310
NCIH2122_LUNG,NCIH2122_LUNG,ACH-000311
SKNBE2_AUTONOMIC_GANGLIA,SKNBE2_AUTONOMIC_GANGLIA,ACH-000312
KMRC3_KIDNEY,KMRC3_KIDNEY,ACH-000313
HCC2108_LUNG,HCC2108_LUNG,ACH-000314
KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000315
SNU886_LIVER,SNU886_LIVER,ACH-000316
TUHR14TKB_KIDNEY,TUHR14TKB_KIDNEY,ACH-000317
TE10_OESOPHAGUS,TE10_OESOPHAGUS,ACH-000318
MPP89_PLEURA,MPP89_PLEURA,ACH-000319
PSN1_PANCREAS,PSN1_PANCREAS,ACH-000320
MOLM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000321
HT144_SKIN,HT144_SKIN,ACH-000322
42MGBA_CENTRAL_NERVOUS_SYSTEM,42MGBA_CENTRAL_NERVOUS_SYSTEM,ACH-000323
JHOC5_OVARY,JHOC5_OVARY,ACH-000324
SNU620_STOMACH,SNU620_STOMACH,ACH-000325
JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000326
NCIH1395_LUNG,NCIH1395_LUNG,ACH-000327
LN215_CENTRAL_NERVOUS_SYSTEM,LN215_CENTRAL_NERVOUS_SYSTEM,ACH-000328
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,ACH-000329
EFM19_BREAST,EFM19_BREAST,ACH-000330
ISTMES2_PLEURA,ISTMES2_PLEURA,ACH-000331
YAPC_PANCREAS,YAPC_PANCREAS,ACH-000332
JHOM2B_OVARY,JHOM2B_OVARY,ACH-000333
DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000334
MSTO211H_PLEURA,MSTO211H_PLEURA,ACH-000335
OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000336
NCIH3122_LUNG,NCIH3122_LUNG,ACH-000337
SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000338
HCC461_LUNG,HCC461_LUNG,ACH-000339
HS870T_FIBROBLAST,HS870T_FIBROBLAST,ACH-000340
HS870T_BONE,HS870T_FIBROBLAST,ACH-000340
SKNFI_AUTONOMIC_GANGLIA,SKNFI_AUTONOMIC_GANGLIA,ACH-000341
CL14_LARGE_INTESTINE,CL14_LARGE_INTESTINE,ACH-000342
NCIH522_LUNG,NCIH522_LUNG,ACH-000343
SNU668_STOMACH,SNU668_STOMACH,ACH-000344
KPNRTBM1_AUTONOMIC_GANGLIA,KPNRTBM1_AUTONOMIC_GANGLIA,ACH-000345
JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000346
QGP1_PANCREAS,QGP1_PANCREAS,ACH-000347
RPMI7951_SKIN,RPMI7951_SKIN,ACH-000348
HCC1500_BREAST,HCC1500_BREAST,ACH-000349
COLO678_LARGE_INTESTINE,COLO678_LARGE_INTESTINE,ACH-000350
MKN1_STOMACH,MKN1_STOMACH,ACH-000351
HCC1428_BREAST,HCC1428_BREAST,ACH-000352
TE15_OESOPHAGUS,TE15_OESOPHAGUS,ACH-000353
CAPAN1_PANCREAS,CAPAN1_PANCREAS,ACH-000354
NCIH82_LUNG,NCIH82_LUNG,ACH-000355
MKN45_STOMACH,MKN45_STOMACH,ACH-000356
JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000357
NCIH69_LUNG,NCIH69_LUNG,ACH-000358
MG63_BONE,MG63_BONE,ACH-000359
NCIH508_LARGE_INTESTINE,NCIH508_LARGE_INTESTINE,ACH-000360
SKHEP1_LIVER,SKHEP1_LIVER,ACH-000361
MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000362
SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000363
U2OS_BONE,U2OS_BONE,ACH-000364
SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000365
SKNDZ_AUTONOMIC_GANGLIA,SKNDZ_AUTONOMIC_GANGLIA,ACH-000366
NCIH226_LUNG,NCIH226_LUNG,ACH-000367
SNU1105_CENTRAL_NERVOUS_SYSTEM,SNU1105_CENTRAL_NERVOUS_SYSTEM,ACH-000368
MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000369
SNU626_CENTRAL_NERVOUS_SYSTEM,SNU626_CENTRAL_NERVOUS_SYSTEM,ACH-000370
RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000371
P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000372
SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000373
HCC1143_BREAST,HCC1143_BREAST,ACH-000374
G402_SOFT_TISSUE,G402_SOFT_TISSUE,ACH-000375
SF295_CENTRAL_NERVOUS_SYSTEM,SF295_CENTRAL_NERVOUS_SYSTEM,ACH-000376
SNU478_BILIARY_TRACT,SNU478_BILIARY_TRACT,ACH-000377
NCIH647_LUNG,NCIH647_LUNG,ACH-000378
NCIH1781_LUNG,NCIH1781_LUNG,ACH-000379
KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000380
T84_LARGE_INTESTINE,T84_LARGE_INTESTINE,ACH-000381
CORL24_LUNG,CORL24_LUNG,ACH-000382
OE33_OESOPHAGUS,OE33_OESOPHAGUS,ACH-000383
SW780_URINARY_TRACT,SW780_URINARY_TRACT,ACH-000384
SKRC20_KIDNEY,SKRC20_KIDNEY,ACH-000385
KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000386
TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000387
NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000388
H4_CENTRAL_NERVOUS_SYSTEM,H4_CENTRAL_NERVOUS_SYSTEM,ACH-000389
LUDLU1_LUNG,LUDLU1_LUNG,ACH-000390
MHHES1_BONE,MHHES1_BONE,ACH-000391
CALU3_LUNG,CALU3_LUNG,ACH-000392
HLF_LIVER,HLF_LIVER,ACH-000393
NCIH2081_LUNG,NCIH2081_LUNG,ACH-000394
NCIH520_LUNG,NCIH520_LUNG,ACH-000395
J82_URINARY_TRACT,J82_URINARY_TRACT,ACH-000396
TEN_ENDOMETRIUM,TEN_ENDOMETRIUM,ACH-000397
RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000398
NCIH2196_LUNG,NCIH2196_LUNG,ACH-000399
SKCO1_LARGE_INTESTINE,SKCO1_LARGE_INTESTINE,ACH-000400
COLO800_SKIN,COLO800_SKIN,ACH-000401
BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000402
NCIH747_LARGE_INTESTINE,NCIH747_LARGE_INTESTINE,ACH-000403
K029AX_SKIN,K029AX_SKIN,ACH-000404
MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000405
U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000406
SNU685_ENDOMETRIUM,SNU685_ENDOMETRIUM,ACH-000407
TE5_OESOPHAGUS,TE5_OESOPHAGUS,ACH-000408
OVSAHO_OVARY,OVSAHO_OVARY,ACH-000409
SAOS2_BONE,SAOS2_BONE,ACH-000410
769P_KIDNEY,769P_KIDNEY,ACH-000411
SNU1197_LARGE_INTESTINE,SNU1197_LARGE_INTESTINE,ACH-000412
HS739T_BREAST,HS739T_FIBROBLAST,ACH-000413
HS739T_FIBROBLAST,HS739T_FIBROBLAST,ACH-000413
NCIH1944_LUNG,NCIH1944_LUNG,ACH-000414
BICR6_UPPER_AERODIGESTIVE_TRACT,BICR6_UPPER_AERODIGESTIVE_TRACT,ACH-000415
NCIH838_LUNG,NCIH838_LUNG,ACH-000416
PANC0813_PANCREAS,PANC0813_PANCREAS,ACH-000417
SW1353_BONE,SW1353_BONE,ACH-000418
KMS28BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS28BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000419
SNU449_LIVER,SNU449_LIVER,ACH-000420
SW837_LARGE_INTESTINE,SW837_LARGE_INTESTINE,ACH-000421
SNU475_LIVER,SNU475_LIVER,ACH-000422
SKMEL3_SKIN,SKMEL3_SKIN,ACH-000423
TC71_BONE,TC71_BONE,ACH-000424
UACC62_SKIN,UACC62_SKIN,ACH-000425
KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000426
NCIN87_STOMACH,NCIN87_STOMACH,ACH-000427
UO31_KIDNEY,UO31_KIDNEY,ACH-000428
A704_KIDNEY,A704_KIDNEY,ACH-000429
TYKNU_OVARY,TYKNU_OVARY,ACH-000430
NCIH1694_LUNG,NCIH1694_LUNG,ACH-000431
BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000432
CAKI1_KIDNEY,CAKI1_KIDNEY,ACH-000433
NCIH1915_LUNG,NCIH1915_LUNG,ACH-000434
EFE184_ENDOMETRIUM,EFE184_ENDOMETRIUM,ACH-000435
OCIMY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIMY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000436
SW1088_CENTRAL_NERVOUS_SYSTEM,SW1088_CENTRAL_NERVOUS_SYSTEM,ACH-000437
LU65_LUNG,LU65_LUNG,ACH-000438
ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000439
CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000440
SH4_SKIN,SH4_SKIN,ACH-000441
RERFLCSQ1_LUNG,RERFLCSQ1_LUNG,ACH-000442
OVKATE_OVARY,OVKATE_OVARY,ACH-000443
LU99_LUNG,LU99_LUNG,ACH-000444
KNS60_CENTRAL_NERVOUS_SYSTEM,KNS60_CENTRAL_NERVOUS_SYSTEM,ACH-000445
KPNSI9S_AUTONOMIC_GANGLIA,KPNSI9S_AUTONOMIC_GANGLIA,ACH-000446
NCIH2228_LUNG,NCIH2228_LUNG,ACH-000447
NCIH1666_LUNG,NCIH1666_LUNG,ACH-000448
MESSA_SOFT_TISSUE,MESSA_SOFT_TISSUE,ACH-000449
MELHO_SKIN,MELHO_SKIN,ACH-000450
NCIH2085_LUNG,NCIH2085_LUNG,ACH-000451
TE8_OESOPHAGUS,TE8_OESOPHAGUS,ACH-000452
MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000453
HCC95_LUNG,HCC95_LUNG,ACH-000454
LN428_CENTRAL_NERVOUS_SYSTEM,LN428_CENTRAL_NERVOUS_SYSTEM,ACH-000455
BCPAP_THYROID,BCPAP_THYROID,ACH-000456
CAL54_KIDNEY,CAL54_KIDNEY,ACH-000457
CJM_SKIN,CJM_SKIN,ACH-000458
TUHR10TKB_KIDNEY,TUHR10TKB_KIDNEY,ACH-000459
SNU8_OVARY,SNU8_OVARY,ACH-000460
SNU1196_BILIARY_TRACT,SNU1196_BILIARY_TRACT,ACH-000461
NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000462
NCIH460_LUNG,NCIH460_LUNG,ACH-000463
CAS1_CENTRAL_NERVOUS_SYSTEM,CAS1_CENTRAL_NERVOUS_SYSTEM,ACH-000464
SKMEL1_SKIN,SKMEL1_SKIN,ACH-000465
SNU216_STOMACH,SNU216_STOMACH,ACH-000466
HCC56_LARGE_INTESTINE,HCC56_LARGE_INTESTINE,ACH-000467
PK45H_PANCREAS,PK45H_PANCREAS,ACH-000468
YH13_CENTRAL_NERVOUS_SYSTEM,YH13_CENTRAL_NERVOUS_SYSTEM,ACH-000469
SW1463_LARGE_INTESTINE,SW1463_LARGE_INTESTINE,ACH-000470
LI7_LIVER,LI7_LIVER,ACH-000471
HSC2_UPPER_AERODIGESTIVE_TRACT,HSC2_UPPER_AERODIGESTIVE_TRACT,ACH-000472
RT112_URINARY_TRACT,RT112_URINARY_TRACT,ACH-000473
"there is one, ACH-000474, that is ""merged-to"" itself, [MERGED_TO_ACH-000474]NCIH292_LUNG",[MERGED_TO_ACH-001075]NCIH292_LUNG,ACH-000474
[MERGED_TO_ACH-001075]NCIH292_LUNG,[MERGED_TO_ACH-001075]NCIH292_LUNG,ACH-000474
HUH1_LIVER,HUH1_LIVER,ACH-000475
JHH4_LIVER,JHH4_LIVER,ACH-000476
MALME3M_SKIN,MALME3M_SKIN,ACH-000477
SNU387_LIVER,SNU387_LIVER,ACH-000478
KNS81_CENTRAL_NERVOUS_SYSTEM,KNS81_CENTRAL_NERVOUS_SYSTEM,ACH-000479
HUH7_LIVER,HUH7_LIVER,ACH-000480
NCIH2170_LUNG,NCIH2170_LUNG,ACH-000481
RERFLCKJ_LUNG,RERFLCKJ_LUNG,ACH-000482
SNU182_LIVER,SNU182_LIVER,ACH-000483
VMRCRCW_KIDNEY,VMRCRCW_KIDNEY,ACH-000484
GSU_STOMACH,GSU_STOMACH,ACH-000485
KU1919_URINARY_TRACT,KU1919_URINARY_TRACT,ACH-000486
F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000487
TE11_OESOPHAGUS,TE11_OESOPHAGUS,ACH-000488
SW1116_LARGE_INTESTINE,SW1116_LARGE_INTESTINE,ACH-000489
SF767_CERVIX,SF767_CENTRAL_NERVOUS_SYSTEM,ACH-000490
SF767_CENTRAL_NERVOUS_SYSTEM,SF767_CENTRAL_NERVOUS_SYSTEM,ACH-000490
NCIH716_LARGE_INTESTINE,NCIH716_LARGE_INTESTINE,ACH-000491
MUTZ5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MUTZ5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000492
SNU423_LIVER,SNU423_LIVER,ACH-000493
OELE_OVARY,OELE_OVARY,ACH-000494
TUHR4TKB_KIDNEY,TUHR4TKB_KIDNEY,ACH-000495
NCIH1792_LUNG,NCIH1792_LUNG,ACH-000496
KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000498
EW8_BONE,EW8_BONE,ACH-000499
SNU46_UPPER_AERODIGESTIVE_TRACT,SNU46_UPPER_AERODIGESTIVE_TRACT,ACH-000500
LS123_LARGE_INTESTINE,LS123_LARGE_INTESTINE,ACH-000501
TCCPAN2_PANCREAS,TCCPAN2_PANCREAS,ACH-000502
BICR16_UPPER_AERODIGESTIVE_TRACT,BICR16_UPPER_AERODIGESTIVE_TRACT,ACH-000503
SNB75_CENTRAL_NERVOUS_SYSTEM,SNB75_CENTRAL_NERVOUS_SYSTEM,ACH-000504
RKN_OVARY,RKN_SOFT_TISSUE,ACH-000505
RKN_SOFT_TISSUE,RKN_SOFT_TISSUE,ACH-000505
NCIH146_LUNG,NCIH146_LUNG,ACH-000506
KE39_STOMACH,KE39_STOMACH,ACH-000507
CORL88_LUNG,CORL88_LUNG,ACH-000508
HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000509
NCIH1299_LUNG,NCIH1299_LUNG,ACH-000510
CALU1_LUNG,CALU1_LUNG,ACH-000511
INA6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,INA6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000512
SNU1272_KIDNEY,SNU1272_KIDNEY,ACH-000513
NCIH1092_LUNG,NCIH1092_LUNG,ACH-000514
HCC33_LUNG,HCC33_LUNG,ACH-000515
CAL78_BONE,CAL78_BONE,ACH-000516
SNU410_PANCREAS,SNU410_PANCREAS,ACH-000517
CAL33_UPPER_AERODIGESTIVE_TRACT,CAL33_UPPER_AERODIGESTIVE_TRACT,ACH-000518
PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000519
59M_OVARY,59M_OVARY,ACH-000520
NCIH2030_LUNG,NCIH2030_LUNG,ACH-000521
UMUC3_URINARY_TRACT,UMUC3_URINARY_TRACT,ACH-000522
NCIH1184_LUNG,NCIH1184_LUNG,ACH-000523
KURAMOCHI_OVARY,KURAMOCHI_OVARY,ACH-000524
NCIH2171_LUNG,NCIH2171_LUNG,ACH-000525
HS821T_BONE,HS821T_FIBROBLAST,ACH-000526
HS821T_FIBROBLAST,HS821T_FIBROBLAST,ACH-000526
OVISE_OVARY,OVISE_OVARY,ACH-000527
ABC1_LUNG,ABC1_LUNG,ACH-000528
T173_FIBROBLAST,T173_FIBROBLAST,ACH-000529
T173_BONE,T173_FIBROBLAST,ACH-000529
DMS114_LUNG,DMS114_LUNG,ACH-000530
RS5_PLEURA,RS5_FIBROBLAST,ACH-000531
RS5_FIBROBLAST,RS5_FIBROBLAST,ACH-000531
SNU61_LARGE_INTESTINE,SNU61_LARGE_INTESTINE,ACH-000532
NCIH2004RT_SOFT_TISSUE,NCIH2004RT_SOFT_TISSUE,ACH-000533
WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000534
BXPC3_PANCREAS,BXPC3_PANCREAS,ACH-000535
BT20_BREAST,BT20_BREAST,ACH-000536
SNU761_LIVER,SNU761_LIVER,ACH-000537
HUTU80_SMALL_INTESTINE,HUTU80_SMALL_INTESTINE,ACH-000538
HS618T_LUNG,HS618T_FIBROBLAST,ACH-000539
HS618T_FIBROBLAST,HS618T_FIBROBLAST,ACH-000539
HS606T_BREAST,HS606T_FIBROBLAST,ACH-000540
HS606T_FIBROBLAST,HS606T_FIBROBLAST,ACH-000540
KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000541
HEYA8_OVARY,HEYA8_OVARY,ACH-000542
SNU489_CENTRAL_NERVOUS_SYSTEM,SNU489_CENTRAL_NERVOUS_SYSTEM,ACH-000543
OE21_OESOPHAGUS,OE21_OESOPHAGUS,ACH-000544
VMCUB1_URINARY_TRACT,VMCUB1_URINARY_TRACT,ACH-000545
HSC4_UPPER_AERODIGESTIVE_TRACT,HSC4_UPPER_AERODIGESTIVE_TRACT,ACH-000546
HT1197_URINARY_TRACT,HT1197_URINARY_TRACT,ACH-000547
BHY_UPPER_AERODIGESTIVE_TRACT,BHY_UPPER_AERODIGESTIVE_TRACT,ACH-000548
SNU1076_UPPER_AERODIGESTIVE_TRACT,SNU1076_UPPER_AERODIGESTIVE_TRACT,ACH-000549
IGR39_SKIN,IGR39_SKIN,ACH-000550
K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000551
HT29_LARGE_INTESTINE,HT29_LARGE_INTESTINE,ACH-000552
SQ1_LUNG,SQ1_LUNG,ACH-000553
UACC893_BREAST,UACC893_BREAST,ACH-000554
A498_KIDNEY,A498_KIDNEY,ACH-000555
SIHA_CERVIX,SIHA_CERVIX,ACH-000556
AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000557
A172_CENTRAL_NERVOUS_SYSTEM,A172_CENTRAL_NERVOUS_SYSTEM,ACH-000558
NCIH1836_LUNG,NCIH1836_LUNG,ACH-000559
ECC10_STOMACH,ECC10_STOMACH,ACH-000560
TT_OESOPHAGUS,TT_OESOPHAGUS,ACH-000561
HCC78_LUNG,HCC78_LUNG,ACH-000562
EBC1_LUNG,EBC1_LUNG,ACH-000563
KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000564
RCM1_LARGE_INTESTINE,RCM1_LARGE_INTESTINE,ACH-000565
SW1710_URINARY_TRACT,SW1710_URINARY_TRACT,ACH-000566
ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000567
UACC812_BREAST,UACC812_BREAST,ACH-000568
ISTMES1_PLEURA,ISTMES1_PLEURA,ACH-000569
YKG1_CENTRAL_NERVOUS_SYSTEM,YKG1_CENTRAL_NERVOUS_SYSTEM,ACH-000570
T98G_CENTRAL_NERVOUS_SYSTEM,T98G_CENTRAL_NERVOUS_SYSTEM,ACH-000571
G361_SKIN,G361_SKIN,ACH-000572
MDAMB436_BREAST,MDAMB436_BREAST,ACH-000573
FUOV1_OVARY,FUOV1_OVARY,ACH-000574
HCC364_LUNG,HCC364_LUNG,ACH-000575
KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000576
JHH2_LIVER,JHH2_LIVER,ACH-000577
HCC1171_LUNG,HCC1171_LUNG,ACH-000578
UACC257_SKIN,UACC257_SKIN,ACH-000579
C32_SKIN,C32_SKIN,ACH-000580
SNU16_STOMACH,SNU16_STOMACH,ACH-000581
COLO741_SKIN,COLO741_SKIN,ACH-000582
MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000583
JHOS4_OVARY,JHOS4_OVARY,ACH-000584
EPLC272H_LUNG,EPLC272H_LUNG,ACH-000585
NCIH1876_LUNG,NCIH1876_LUNG,ACH-000586
NCIH1975_LUNG,NCIH1975_LUNG,ACH-000587
KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000588
NCIH1437_LUNG,NCIH1437_LUNG,ACH-000589
NCIH2073_LUNG,NCIH2073_LUNG,ACH-000590
LN235_CENTRAL_NERVOUS_SYSTEM,LN235_CENTRAL_NERVOUS_SYSTEM,ACH-000591
TM31_CENTRAL_NERVOUS_SYSTEM,TM31_CENTRAL_NERVOUS_SYSTEM,ACH-000592
BC3C_URINARY_TRACT,BC3C_URINARY_TRACT,ACH-000593
DMS153_LUNG,DMS153_LUNG,ACH-000594
LN229_CENTRAL_NERVOUS_SYSTEM,LN229_CENTRAL_NERVOUS_SYSTEM,ACH-000595
LCLC97TM1_LUNG,LCLC97TM1_LUNG,ACH-000596
TTC709_SOFT_TISSUE,TTC709_SOFT_TISSUE,ACH-000597
KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000598
PATU8902_PANCREAS,PATU8902_PANCREAS,ACH-000599
