ccle_name,canonical_ccle_name,broad_id
SKUT1_SOFT_TISSUE,SKUT1_SOFT_TISSUE,ACH-000939
AN3CA_ENDOMETRIUM,AN3CA_ENDOMETRIUM,ACH-000940
HEC1B_ENDOMETRIUM,HEC1B_ENDOMETRIUM,ACH-000941
HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000942
RKO_LARGE_INTESTINE,RKO_LARGE_INTESTINE,ACH-000943
NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000944
NCIH650_LUNG,NCIH650_LUNG,ACH-000945
HEC265_ENDOMETRIUM,HEC265_ENDOMETRIUM,ACH-000946
OVK18_OVARY,OVK18_OVARY,ACH-000947
2313287_STOMACH,2313287_STOMACH,ACH-000948
TGBC11TKB_STOMACH,TGBC11TKB_STOMACH,ACH-000949
LOVO_LARGE_INTESTINE,LOVO_LARGE_INTESTINE,ACH-000950
NCIH2342_LUNG,NCIH2342_LUNG,ACH-000951
MDAPCA2B_PROSTATE,MDAPCA2B_PROSTATE,ACH-000952
SUPT1CAS9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000953
SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000953
HEC1A_ENDOMETRIUM,HEC1A_ENDOMETRIUM,ACH-000954
SNU407_LARGE_INTESTINE,SNU407_LARGE_INTESTINE,ACH-000955
22RV1_PROSTATE,22RV1_PROSTATE,ACH-000956
LS180_LARGE_INTESTINE,LS180_LARGE_INTESTINE,ACH-000957
SW48_LARGE_INTESTINE,SW48_LARGE_INTESTINE,ACH-000958
SNUC4_LARGE_INTESTINE,SNUC4_LARGE_INTESTINE,ACH-000959
REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000960
ISHIKAWAHERAKLIO02ER_ENDOMETRIUM,ISHIKAWAHERAKLIO02ER_ENDOMETRIUM,ACH-000961
OC314_OVARY,OC314_OVARY,ACH-000962
CCK81_LARGE_INTESTINE,CCK81_LARGE_INTESTINE,ACH-000963
MOLT3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLT3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000964
MOLT3_MOLT4,MOLT3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000964
RL952_ENDOMETRIUM,RL952_ENDOMETRIUM,ACH-000965
IGROV1_OVARY,IGROV1_OVARY,ACH-000966
SNUC2A_LARGE_INTESTINE,SNUC2A_LARGE_INTESTINE,ACH-000967
COLO792_SKIN,COLO792_SKIN,ACH-000968
KM12_LARGE_INTESTINE,KM12_LARGE_INTESTINE,ACH-000969
SNUC5_LARGE_INTESTINE,SNUC5_LARGE_INTESTINE,ACH-000970
HCT116_LARGE_INTESTINE,HCT116_LARGE_INTESTINE,ACH-000971
HEC151_ENDOMETRIUM,HEC151_ENDOMETRIUM,ACH-000972
639V_URINARY_TRACT,639V_URINARY_TRACT,ACH-000973
SNGM_ENDOMETRIUM,SNGM_ENDOMETRIUM,ACH-000974
HCC2450_LUNG,HCC2450_LUNG,ACH-000975
HUCCT1_BILIARY_TRACT,HUCCT1_BILIARY_TRACT,ACH-000976
LNCAPCLONEFGC_PROSTATE,LNCAPCLONEFGC_PROSTATE,ACH-000977
EN_ENDOMETRIUM,EN_ENDOMETRIUM,ACH-000978
DU145_PROSTATE,DU145_PROSTATE,ACH-000979
NCIH1155_LUNG,NCIH1155_LUNG,ACH-000980
DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000981
GP2D_LARGE_INTESTINE,GP2D_LARGE_INTESTINE,ACH-000982
KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000983
HEC6_ENDOMETRIUM,HEC6_ENDOMETRIUM,ACH-000984
LS411N_LARGE_INTESTINE,LS411N_LARGE_INTESTINE,ACH-000985
HT115_LARGE_INTESTINE,HT115_LARGE_INTESTINE,ACH-000986
MEWO_SKIN,MEWO_SKIN,ACH-000987
MFE319_ENDOMETRIUM,MFE319_ENDOMETRIUM,ACH-000988
SNU175_LARGE_INTESTINE,SNU175_LARGE_INTESTINE,ACH-000989
HEC108_ENDOMETRIUM,HEC108_ENDOMETRIUM,ACH-000990
SNU81_LARGE_INTESTINE,SNU81_LARGE_INTESTINE,ACH-000991
BICR18_UPPER_AERODIGESTIVE_TRACT,BICR18_UPPER_AERODIGESTIVE_TRACT,ACH-000992
JHUEM7_ENDOMETRIUM,JHUEM7_ENDOMETRIUM,ACH-000993
HEC59_ENDOMETRIUM,HEC59_ENDOMETRIUM,ACH-000994
JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000995
HEC251_ENDOMETRIUM,HEC251_ENDOMETRIUM,ACH-000996
HCT15_LARGE_INTESTINE,HCT15_LARGE_INTESTINE,ACH-000997
CW2_LARGE_INTESTINE,CW2_LARGE_INTESTINE,ACH-000998
SNU1040_LARGE_INTESTINE,SNU1040_LARGE_INTESTINE,ACH-000999
1321N1_CENTRAL_NERVOUS_SYSTEM,1321N1_CENTRAL_NERVOUS_SYSTEM,ACH-001000
143B_BONE,143B_BONE,ACH-001001
451LU_SKIN,451LU_SKIN,ACH-001002
451LU_NS,451LU_SKIN,ACH-001002
501MEL_SKIN,501MEL_SKIN,ACH-001003
769PVHL_KIDNEY,769PVHL_KIDNEY,ACH-001004
862_LUNG,862_LUNG,ACH-001005
A549BAXBAKDKO_ENGINEERED,A549BAXBAKDKO_ENGINEERED,ACH-001006
A673STAG2KO16_ENGINEERED,A673STAG2KO16_ENGINEERED,ACH-001007
A673STAG2KO45_ENGINEERED,A673STAG2KO45_ENGINEERED,ACH-001008
A673STAG2NT14_ENGINEERED,A673STAG2NT14_ENGINEERED,ACH-001009
A673STAG2NT23_ENGINEERED,A673STAG2NT23_ENGINEERED,ACH-001010
ACCS_URINARY_TRACT,ACCS_URINARY_TRACT,ACH-001011
ARP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ARP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001012
ATRT1_SOFT_TISSUE,ATRT1_SOFT_TISSUE,ACH-001013
ATRT3_SOFT_TISSUE,ATRT3_SOFT_TISSUE,ACH-001014
AZ521_STOMACH,AZ521_SMALL_INTESTINE,ACH-001015
AZ521_SMALL_INTESTINE,AZ521_SMALL_INTESTINE,ACH-001015
BECKER_CENTRAL_NERVOUS_SYSTEM,BECKER_CENTRAL_NERVOUS_SYSTEM,ACH-001016
BGC823_STOMACH,BGC823_STOMACH,ACH-001017
BJHTERT_SKIN,BJHTERT_FIBROBLAST,ACH-001018
BJHTERT_FIBROBLAST,BJHTERT_FIBROBLAST,ACH-001018
BROLI_SKIN,BROLI_SKIN,ACH-001019
BT16_SOFT_TISSUE,BT16_SOFT_TISSUE,ACH-001020
C3A_LIVER,C3A_LIVER,ACH-001021
CBAGPN_BONE,CBAGPN_BONE,ACH-001022
CGTHW1_THYROID,CGTHW1_THYROID,ACH-001023
CHL1_SKIN,CHL1_SKIN,ACH-001024
CHLA02ATRT_SOFT_TISSUE,CHLA02ATRT_SOFT_TISSUE,ACH-001025
CHLA04ATRT_SOFT_TISSUE,CHLA04ATRT_SOFT_TISSUE,ACH-001026
CHLA05ATRT_SOFT_TISSUE,CHLA05ATRT_SOFT_TISSUE,ACH-001027
CHLA06ATRT_SOFT_TISSUE,CHLA06ATRT_SOFT_TISSUE,ACH-001028
CHLA06_SOFT_TISSUE,CHLA06ATRT_SOFT_TISSUE,ACH-001028
CHLA10_BONE,CHLA10_BONE,ACH-001029
CHLA218_BONE,CHLA218_BONE,ACH-001030
CHLA266_SOFT_TISSUE,CHLA266_SOFT_TISSUE,ACH-001031
CHLA32_BONE,CHLA32_BONE,ACH-001032
CHLA57_BONE,CHLA57_BONE,ACH-001033
CHLA9_BONE,CHLA9_BONE,ACH-001034
CHLA99_BONE,CHLA99_BONE,ACH-001035
CMK115_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CMK115_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001036
CMK86_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CMK86_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001037
COGE352_BONE,COGE352_BONE,ACH-001038
COLO205_LARGE_INTESTINE,COLO205_LARGE_INTESTINE,ACH-001039
COLO677_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,COLO677_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001040
COLO677_HAEMATOPOETIC_AND_LYMPHOID_TISSUE,COLO677_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001040
COLO699_LUNG,COLO699_LUNG,ACH-001041
COLO704_OVARY,COLO704_OVARY,ACH-001042
COLO775_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,COLO775_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001043
COLO818_SKIN,COLO818_SKIN,ACH-001044
COLO849_SKIN,COLO849_SKIN,ACH-001045
CORL26_LUNG,CORL26_LUNG,ACH-001046
CORL51_LUNG,CORL51_LUNG,ACH-001047
COV504_OVARY,COV504_OVARY,ACH-001048
CPCN_LUNG,CPCN_LUNG,ACH-001049
CW9019_SOFT_TISSUE,CW9019_SOFT_TISSUE,ACH-001050
D271_SOFT_TISSUE,D271_SOFT_TISSUE,ACH-001051
D384_CENTRAL_NERVOUS_SYSTEM,D384_CENTRAL_NERVOUS_SYSTEM,ACH-001052
D425_CENTRAL_NERVOUS_SYSTEM,D425_CENTRAL_NERVOUS_SYSTEM,ACH-001053
D458_CENTRAL_NERVOUS_SYSTEM,D458_CENTRAL_NERVOUS_SYSTEM,ACH-001054
D556_CENTRAL_NERVOUS_SYSTEM,D556_CENTRAL_NERVOUS_SYSTEM,ACH-001055
D8817_SOFT_TISSUE,D8817_SOFT_TISSUE,ACH-001056
DERL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,DERL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001057
DFCI024_LUNG,DFCI024_LUNG,ACH-001058
DL_SOFT_TISSUE,DL_SOFT_TISSUE,ACH-001059
DL40_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,DL40_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001060
DLD1_LARGE_INTESTINE,DLD1_LARGE_INTESTINE,ACH-001061
DLD1BAXBAKDKO_ENGINEERED,DLD1BAXBAKDKO_ENGINEERED,ACH-001062
DOV13_OVARY,DOV13_OVARY,ACH-001063
EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001064
EVSAT_BREAST,EVSAT_BREAST,ACH-001065
EWS834_BONE,EWS834_BONE,ACH-001066
F5_CENTRAL_NERVOUS_SYSTEM,F5_CENTRAL_NERVOUS_SYSTEM,ACH-001067
F5_OVARY,F5_CENTRAL_NERVOUS_SYSTEM,ACH-001067
FEPD_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,FEPD_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001068
FLO_OESOPHAGUS,FLO_OESOPHAGUS,ACH-001069
FUDDLS1_SOFT_TISSUE,FUDDLS1_SOFT_TISSUE,ACH-001070
GLC82_LUNG,GLC82_LUNG,ACH-001071
GRM_SKIN,GRM_SKIN,ACH-001072
[MERGED_TO_ACH-002286]NCIH128_LUNG,[MERGED_TO_ACH-002286]NCIH128_LUNG,ACH-001073
H2107_LUNG,[MERGED_TO_ACH-001594]NCIH2107_LUNG,ACH-001074
[MERGED_TO_ACH-001594]NCIH2107_LUNG,[MERGED_TO_ACH-001594]NCIH2107_LUNG,ACH-001074
H292_LUNG,NCIH292_LUNG,ACH-001075
NCIH292_LUNG,NCIH292_LUNG,ACH-001075
HAED_CENTRAL_NERVOUS_SYSTEM,HAED_CENTRAL_NERVOUS_SYSTEM,ACH-001076
HBL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HBL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001077
HCC1588_LUNG,HCC1588_LUNG,ACH-001078
HCC1897_LUNG,HCC1897_LUNG,ACH-001079
HCC2373_LUNG,HCC2373_LUNG,ACH-001080
HCC2998_LARGE_INTESTINE,HCC2998_LARGE_INTESTINE,ACH-001081
HCT116G9B_ENGINEERED,HCT116G9B_ENGINEERED,ACH-001082
HCT116PA_ENGINEERED,HCT116PA_ENGINEERED,ACH-001083
HCT8_LARGE_INTESTINE,HCT8_LARGE_INTESTINE,ACH-001084
HEK293_KIDNEY,HEK293_KIDNEY,ACH-001085
HELA_CERVIX,HELA_CERVIX,ACH-001086
HK2_KIDNEY,HK2_KIDNEY,ACH-001087
HLC1_LUNG,HLC1_LUNG,ACH-001088
HLE_LIVER,HLE_LIVER,ACH-001089
HN_UPPER_AERODIGESTIVE_TRACT,HN_UPPER_AERODIGESTIVE_TRACT,ACH-001090
HRT18_LARGE_INTESTINE,HRT18_LARGE_INTESTINE,ACH-001091
HS571T_OVARY,HS571T_OVARY,ACH-001092
HS604T_FIBROBLAST,HS604T_FIBROBLAST,ACH-001093
HS604T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HS604T_FIBROBLAST,ACH-001093
HTK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HTK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001094
IA5_LUNG,IA5_LUNG,ACH-001095
JR_SOFT_TISSUE,JR_SOFT_TISSUE,ACH-001096
KARPAS384_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KARPAS384_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001097
KCIMOH1_PANCREAS,KCIMOH1_PANCREAS,ACH-001098
KD_SOFT_TISSUE,KD_SOFT_TISSUE,ACH-001099
KHYG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KHYG_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001100
KHYG_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KHYG_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001100
KLM1_PANCREAS,KLM1_PANCREAS,ACH-001101
KMS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001102
KMS12PE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS12PE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001103
KO51_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KO51_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001105
KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001106
KP1N_PANCREAS,KP1N_PANCREAS,ACH-001107
KP1NL_PANCREAS,KP1NL_PANCREAS,ACH-001108
KPMRTRY_SOFT_TISSUE,KPMRTRY_SOFT_TISSUE,ACH-001109
L3411N_LARGE_INTESTINE,L3411N_LARGE_INTESTINE,ACH-001110
L82_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,L82_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001111
LC1_LUNG,LC1_LUNG,ACH-001112
LC1SQSF_LUNG,LC1SQSF_LUNG,ACH-001113
LN414_CENTRAL_NERVOUS_SYSTEM,LN414_CENTRAL_NERVOUS_SYSTEM,ACH-001114
LN444_CENTRAL_NERVOUS_SYSTEM,LN444_CENTRAL_NERVOUS_SYSTEM,ACH-001115
LP6_SOFT_TISSUE,LP6_SOFT_TISSUE,ACH-001116
LS141_SOFT_TISSUE,LS141_SOFT_TISSUE,ACH-001117
M059J_CENTRAL_NERVOUS_SYSTEM,M059J_CENTRAL_NERVOUS_SYSTEM,ACH-001118
MAC2A_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MAC2A_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001119
MB157_BREAST,MB157_BREAST,ACH-001120
MEC2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MEC2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001121
MKL1_SKIN,MKL1_SKIN,ACH-001122
MKL2_SKIN,MKL2_SKIN,ACH-001123
MMAS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MMAS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001124
MOGGCCM_CENTRAL_NERVOUS_SYSTEM,MOGGCCM_CENTRAL_NERVOUS_SYSTEM,ACH-001125
MOGGUVW_CENTRAL_NERVOUS_SYSTEM,MOGGUVW_CENTRAL_NERVOUS_SYSTEM,ACH-001126
MOLT4CAS9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001127
MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001127
MON_SOFT_TISSUE,MON_SOFT_TISSUE,ACH-001128
MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001129
MOTN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOTN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001130
MS1_SKIN,MS1_SKIN,ACH-001131
MTA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MTA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001132
MYLA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MYLA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001134
NCIH1334_LUNG,NCIH1334_LUNG,ACH-001135
NCIH187_LUNG,NCIH187_LUNG,ACH-001136
NCIH1993_LUNG,NCIH1993_LUNG,ACH-001137
NCIH2141_LUNG,NCIH2141_LUNG,ACH-001138
NCIH69SB_LUNG,NCIH69SB_LUNG,ACH-001139
NCIH820_LUNG,NCIH820_LUNG,ACH-001140
NCIH969_LUNG,NCIH969_LUNG,ACH-001141
NHAHTDD_PRIMARY,NHAHTDD_PRIMARY,ACH-001142
NHAHTDD_CENTRAL_NERVOUS_SYSTEM,NHAHTDD_PRIMARY,ACH-001142
NKL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NKL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001143
OC315_OVARY,OC315_OVARY,ACH-001144
OC316_OVARY,OC316_OVARY,ACH-001145
OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001146
OCILY12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCILY12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001147
OCILY132_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCILY132_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001148
OCILY13.2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCILY132_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001148
OCILY17_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCILY17_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001149
OUMS27_BONE,OUMS27_BONE,ACH-001150
OVCAR5_OVARY,OVCAR5_OVARY,ACH-001151
PATU8902T_PANCREAS,PATU8902T_PANCREAS,ACH-001152
PATU8988TKRASKOSG2219_ENGINEERED,PATU8988TKRASKOSG2219_ENGINEERED,ACH-001153
PATU8988TKRASKOSG2222_ENGINEERED,PATU8988TKRASKOSG2222_ENGINEERED,ACH-001154
PATU8988TKRASKOSG248_ENGINEERED,PATU8988TKRASKOSG248_ENGINEERED,ACH-001155
PATU8988TKRASKOSG8853_ENGINEERED,PATU8988TKRASKOSG8853_ENGINEERED,ACH-001156
PATU8988TKRASKOSG8864_ENGINEERED,PATU8988TKRASKOSG8864_ENGINEERED,ACH-001157
PATU8988TKRASKOSG8875_ENGINEERED,PATU8988TKRASKOSG8875_ENGINEERED,ACH-001158
PATU8988TKRASNTA_ENGINEERED,PATU8988TKRASNTA_ENGINEERED,ACH-001159
PATU8988TKRASNTD_ENGINEERED,PATU8988TKRASNTD_ENGINEERED,ACH-001160
PATU8988TKRASNTF_ENGINEERED,PATU8988TKRASNTF_ENGINEERED,ACH-001161
PCM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PCM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001162
CCLFPEDS0001T_KIDNEY,CCLFPEDS0001T_KIDNEY,ACH-001163
PEDS005TPFAD_KIDNEY,CCLFPEDS0001T_KIDNEY,ACH-001163
PEDS015T_SOFT_TISSUE,CCLFPEDS0003T_SOFT_TISSUE,ACH-001164
CCLFPEDS0003T_SOFT_TISSUE,CCLFPEDS0003T_SOFT_TISSUE,ACH-001164
PEDS018T_CENTRAL_NERVOUS_SYSTEM,[MERGED_TO_ACH-001425]CCLFPEDS0004T_SOFT_TISSUE,ACH-001165
[MERGED_TO_ACH-001425]CCLFPEDS0004T_SOFT_TISSUE,[MERGED_TO_ACH-001425]CCLFPEDS0004T_SOFT_TISSUE,ACH-001165
PEDS019TBT_LIVER,PEDS019TBT_LIVER,ACH-001166
PEDS030T_SOFT_TISSUE,PEDS030T_SOFT_TISSUE,ACH-001167
PEDSO30T_KIDNEY,PEDS030T_SOFT_TISSUE,ACH-001167
PEDS030T_KIDNEY,PEDS030T_SOFT_TISSUE,ACH-001167
PEDS037TFM_AUTONOMIC_GANGLIA,PEDS037TFM_AUTONOMIC_GANGLIA,ACH-001169
PETA_SKIN,PETA_SKIN,ACH-001170
PL45_PANCREAS,PL45_PANCREAS,ACH-001171
R256_CENTRAL_NERVOUS_SYSTEM,R256_CENTRAL_NERVOUS_SYSTEM,ACH-001172
R262_CENTRAL_NERVOUS_SYSTEM,R262_CENTRAL_NERVOUS_SYSTEM,ACH-001173
R308_CENTRAL_NERVOUS_SYSTEM,R308_CENTRAL_NERVOUS_SYSTEM,ACH-001174
RCC4_KIDNEY,RCC4_KIDNEY,ACH-001175
RDD8107_SOFT_TISSUE,RDD8107_SOFT_TISSUE,ACH-001176
RMS559_SOFT_TISSUE,RMS559_SOFT_TISSUE,ACH-001177
RPE101_ENGINEERED,RPE101_ENGINEERED,ACH-001178
RPE1A4D_ENGINEERED,RPE1A4D_ENGINEERED,ACH-001179
RPE1T_ENGINEERED,RPE1T_ENGINEERED,ACH-001180
RPE74_ENGINEERED,RPE74_ENGINEERED,ACH-001181
RPMI6666_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,RPMI6666_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001182
RT11284_URINARY_TRACT,RT11284_URINARY_TRACT,ACH-001183
SCMCRM2_SOFT_TISSUE,SCMCRM2_SOFT_TISSUE,ACH-001184
SF763_CENTRAL_NERVOUS_SYSTEM,SF763_CENTRAL_NERVOUS_SYSTEM,ACH-001185
SF782_CENTRAL_NERVOUS_SYSTEM,SF782_CENTRAL_NERVOUS_SYSTEM,ACH-001186
SF8657_SKIN,SF8657_SKIN,ACH-001187
SHSY5Y_AUTONOMIC_GANGLIA,SHSY5Y_AUTONOMIC_GANGLIA,ACH-001188
SJRH30_SOFT_TISSUE,SJRH30_SOFT_TISSUE,ACH-001189
SKMEL2_SKIN,SKMEL2_SKIN,ACH-001190
SKMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001191
SKNEP1_KIDNEY,SKNEP1_BONE,ACH-001192
SKNEP1_BONE,SKNEP1_BONE,ACH-001192
SKPNDW_BONE,SKPNDW_BONE,ACH-001193
SKRC31_KIDNEY,SKRC31_KIDNEY,ACH-001194
SKRC52_KIDNEY,SKRC52_KIDNEY,ACH-001195
SMSCTR_SOFT_TISSUE,SMSCTR_SOFT_TISSUE,ACH-001196
SMZ1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SMZ1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001197
SNB19_CENTRAL_NERVOUS_SYSTEM,SNB19_CENTRAL_NERVOUS_SYSTEM,ACH-001198
SNUC2B_LARGE_INTESTINE,SNUC2B_LARGE_INTESTINE,ACH-001199
STM9101_SOFT_TISSUE,STM9101_SOFT_TISSUE,ACH-001200
SUMB002_CENTRAL_NERVOUS_SYSTEM,SUMB002_CENTRAL_NERVOUS_SYSTEM,ACH-001201
SUMB004_CENTRAL_NERVOUS_SYSTEM,SUMB004_CENTRAL_NERVOUS_SYSTEM,ACH-001202
SUPHD1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SUPHD1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001203
SW48BAXBAKDKOSIGMA_ENGINEERED,SW48BAXBAKDKOSIGMA_ENGINEERED,ACH-001204
TC32_BONE,TC32_BONE,ACH-001205
TCC466_BONE,TCC466_BONE,ACH-001206
TTC466_BONE,TCC466_BONE,ACH-001206
TIG3TD_FIBROBLAST,TIG3TD_FIBROBLAST,ACH-001207
TIG3TD_LUNG,TIG3TD_FIBROBLAST,ACH-001207
TK10_KIDNEY,TK10_KIDNEY,ACH-001208
TOM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TOM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001209
TTC1240_SOFT_TISSUE,TTC1240_SOFT_TISSUE,ACH-001210
TTC549_SOFT_TISSUE,TTC549_SOFT_TISSUE,ACH-001211
TTC642_SOFT_TISSUE,TTC642_SOFT_TISSUE,ACH-001212
U138_CENTRAL_NERVOUS_SYSTEM,U138_CENTRAL_NERVOUS_SYSTEM,ACH-001213
U138MG_CENTRAL_NERVOUS_SYSTEM,U138MG_CENTRAL_NERVOUS_SYSTEM,ACH-001214
U2932_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,U2932_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001215
U345_CENTRAL_NERVOUS_SYSTEM,U345_CENTRAL_NERVOUS_SYSTEM,ACH-001216
U373MG_CENTRAL_NERVOUS_SYSTEM,U373MG_CENTRAL_NERVOUS_SYSTEM,ACH-001217
U937SMC3HET1_ENGINEERED,U937SMC3HET1_ENGINEERED,ACH-001218
U937SMC3HET2_ENGINEERED,U937SMC3HET2_ENGINEERED,ACH-001219
U937STAG2KO1_ENGINEERED,U937STAG2KO1_ENGINEERED,ACH-001220
U937STAG2KO2_ENGINEERED,U937STAG2KO2_ENGINEERED,ACH-001221
U937STAG2NT1_ENGINEERED,U937STAG2NT1_ENGINEERED,ACH-001222
U937STAG2NT2_ENGINEERED,U937STAG2NT2_ENGINEERED,ACH-001223
UMRC2_KIDNEY,UMRC2_KIDNEY,ACH-001224
UMRC6_KIDNEY,UMRC6_KIDNEY,ACH-001225
